Accession,award.rfa,award.pi.title,,Target label,Target gene,Biosample summary,Biosample,Lab,Project,Species,Biosample type,Date released,Month released,Assay category,Assay Type,Assay name,Assay sub-class
ENCSR000AKT,ENCODE2,Bradley Bernstein,,H3K4me2,HIST2H3C,K562,K562,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000AKR,ENCODE2,Bradley Bernstein,,H3K36me3,HIST2H3C,K562,K562,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000DMK,ENCODE2,Gregory Crawford,,POLR2A,POLR2A,MCF-7 originated from MCF-7,MCF-7,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,immortalized cell line,8/27/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR316RMA,ENCODE3,Richard Myers,,,,C57BL/6 Purkinje cell male adult (8 months),Purkinje cell,"Barbara Wold, Caltech",ENCODE,Mus musculus,primary cell,10/13/15,"October, 2015",Transcription,RNA-seq,single cell RNA-seq,single cell RNA-seq
ENCSR167AWS,ENCODE3,Richard Myers,,,,C57BL/6 Purkinje cell male adult (8 months),Purkinje cell,"Barbara Wold, Caltech",ENCODE,Mus musculus,primary cell,10/13/15,"October, 2015",Transcription,RNA-seq,single cell RNA-seq,single cell RNA-seq
ENCSR000DQG,ENCODE2,John Stamatoyannopoulos,,H3K27me3,HIST2H3C,foreskin fibroblast male newborn,foreskin fibroblast,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,2/11/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000EGV,ENCODE2,Michael Snyder,,BHLHE40,BHLHE40,K562,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DHI,ENCODE2-Mouse,Ross Hardison,,H3K36me3,Hist2h3c1,CD-1 megakaryocyte embryo (14.5 days),megakaryocyte,"Ross Hardison, PennState",ENCODE,Mus musculus,primary cell,4/30/12,"April, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR773QRB,ENCODE3,Richard Myers,,EP300,EP300,suprapubic skin male adult (54 years),suprapubic skin,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR374NMJ,ENCODE3,Brenton Graveley,,SF3A3,SF3A3,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,9/29/16,"September, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000EPP,ENCODE2,John Stamatoyannopoulos,,,,foreskin fibroblast male newborn,foreskin fibroblast,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,12/16/10,"December, 2010",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000AXX,ENCODE2,,,,,129 mesodermal cell,mesodermal cell,"David Gilbert, FSU",ENCODE,Mus musculus,in vitro differentiated cells,7/3/12,"July, 2012",Replication timing,Repli-chip,Repli-chip,Repli-chip
ENCSR000EKA,ENCODE2,Gregory Crawford,,,,myoblast,myoblast,"Gregory Crawford, Duke",ENCODE,Homo sapiens,primary cell,3/28/12,"March, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR944VCA,ENCODE3,Bradley Bernstein,,EZH2,EZH2,K562,K562,"John Rinn, Broad",ENCODE,Homo sapiens,immortalized cell line,5/4/16,"May, 2016",RNA binding,RIP-seq,RIP-seq,RNA binding protein
ENCSR000AXE,ENCODE2,,,,,H7-hESC,H7-hESC,"David Gilbert, FSU",ENCODE,Homo sapiens,stem cell,4/18/12,"April, 2012",Replication timing,Repli-chip,Repli-chip,Repli-chip
ENCSR750YSX,ENCODE3,Richard Myers,,,,C57BL/6 limb embryo (12.5 days),limb,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,5/3/16,"May, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR792XFP,ENCODE3,Brenton Graveley,,MATR3,MATR3,K562 genetically modified using RNAi,K562,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,10/16/14,"October, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR209XGZ,ENCODE3,Richard Myers,,,,adrenal gland female adult (51 year),adrenal gland,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA methylation,DNA methylation profiling by array assay,DNAme array,DNAme array
ENCSR504IPI,ENCODE3,Richard Myers,,,,gastrocnemius medialis male adult (54 years),gastrocnemius medialis,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA methylation,DNA methylation profiling by array assay,DNAme array,DNAme array
ENCSR557RMA,ENCODE3,Richard Myers,,,,C57BL/6 midbrain embryo (15.5 days),midbrain,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,10/13/15,"October, 2015",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR000BCG,ENCODE2,Thomas Gingeras,,,,K562 chromatin fraction,K562,"Yijun Ruan, JAX",ENCODE,Homo sapiens,immortalized cell line,10/17/11,"October, 2011",Transcription,RNA-PET,RNA-PET,RNA-PET
ENCSR908JWT,ENCODE3,Richard Myers,,,,C57BL/6 midbrain embryo (12.5 days),midbrain,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,5/3/16,"May, 2016",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR000APD,ENCODE2,Bradley Bernstein,,H3K79me2,HIST2H3C,K562,K562,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR549RVJ,ENCODE3,Bing Ren,,H3K9me3,Hist2h3c1,C57BL/6 neural tube embryo (15.5 days),neural tube,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,3/17/16,"March, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR825OWH,ENCODE3,Bing Ren,,H3K4me1,Hist2h3c1,C57BL/6 lung embryo (14.5 days),lung,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR716ZJH,ENCODE3,Bradley Bernstein,,H3K4me3,HIST2H3C,H9 genetically modified using stable transfection,H9,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,stem cell,5/20/16,"May, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CXR,ENCODE2,John Stamatoyannopoulos,,,,SK-N-SH treated with all-trans-retinoic acid,SK-N-SH,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,10/10/11,"October, 2011",3D chromatin structure,5C,5C,5C
ENCSR000EPO,ENCODE2,John Stamatoyannopoulos,,,,fibroblast of dermis female adult,fibroblast of dermis,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,12/14/10,"December, 2010",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR374RZR,ENCODE3,Bradley Bernstein,,H3K9me2,HIST2H3C,MCF-7,MCF-7,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,1/13/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR460YHB,ENCODE3,Bradley Bernstein,,EZH2phosphoT487,EZH2,MCF-7,MCF-7,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,12/6/16,"December, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR097EEA,ENCODE3,Michael Snyder,,POLR2A,POLR2A,gastroesophageal sphincter female adult (53 years),gastroesophageal sphincter,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,7/6/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR186EAD,ENCODE3,Bradley Bernstein,,H3K9me2,HIST2H3C,Loucy,Loucy,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,11/4/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR629TDG,ENCODE3,Bradley Bernstein,,H2AFZ,H2AFZ,OCI-LY3,OCI-LY3,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,7/11/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CPV,ENCODE2,Thomas Gingeras,,,,skeletal muscle myoblast,skeletal muscle myoblast,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,10/17/11,"October, 2011",Transcription,RNA-seq,polyA depleted RNA-seq,polyA depleted RNA-seq
ENCSR571RXE,ENCODE3,Thomas Gingeras,,,,right atrium auricular region female adult (53 years),right atrium auricular region,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,2/18/16,"February, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR592ETL,ENCODE3,Bradley Bernstein,,H3K9ac,HIST2H3C,bipolar neuron originated from GM23338 treated with doxycycline hyclate,bipolar neuron,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,1/5/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000EMX,ENCODE2,John Stamatoyannopoulos,,,,cardiac mesoderm,cardiac mesoderm,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,in vitro differentiated cells,3/6/12,"March, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR637RLN,ENCODE3,Bradley Bernstein,,H3K27me3,HIST2H3C,hepatocyte originated from H9,hepatocyte,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,5/20/16,"May, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CSM,ENCODE2,Thomas Gingeras,,,,A549 cytosolic fraction,A549,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,immortalized cell line,7/9/12,"July, 2012",Transcription,RNA-seq,small RNA-seq,small RNA-seq
ENCSR507UDH,ENCODE3,Bradley Bernstein,,H3K27ac,HIST2H3C,hepatocyte originated from H9,hepatocyte,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,5/20/16,"May, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR485GTY,ENCODE3,Bing Ren,,H3K4me2,Hist2h3c1,C57BL/6 intestine embryo (14.5 days),intestine,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000AWN,ENCODE2,Thomas Gingeras,,,,K562 nucleolus fraction,K562,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,immortalized cell line,7/6/09,"July, 2009",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR000ALZ,ENCODE2,Bradley Bernstein,,H3K9ac,HIST2H3C,mammary epithelial cell female adult (50 years),mammary epithelial cell,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,primary cell,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000DAG,ENCODE2,John Stamatoyannopoulos,,,,fibroblast of the aortic adventitia female,fibroblast of the aortic adventitia,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,4/1/11,"April, 2011",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR760WRB,ENCODE2,Michael Snyder,,,,K562,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/9/14,"May, 2014",DNA methylation,MRE-seq,MRE-seq,MRE-seq
ENCSR000CPJ,ENCODE2,Thomas Gingeras,,,,keratinocyte nuclear fraction female,keratinocyte,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,10/17/11,"October, 2011",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR527DQV,ENCODE3,Richard Myers,,,,C57BL/6 Purkinje cell male adult (8 months),Purkinje cell,"Barbara Wold, Caltech",ENCODE,Mus musculus,primary cell,10/13/15,"October, 2015",Transcription,RNA-seq,single cell RNA-seq,single cell RNA-seq
ENCSR488KVB,ENCODE3,Bing Ren,,H3K4me2,Hist2h3c1,C57BL/6 limb embryo (12.5 days),limb,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,3/30/16,"March, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR300IEW,ENCODE3,Brenton Graveley,,DDX24,DDX24,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,11/20/14,"November, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000ATY,ENCODE2,Bradley Bernstein,,NCOR1,NCOR1,K562,K562,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,8/6/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR791AJY,ENCODE3,John Stamatoyannopoulos,,,,C57BL/6 forebrain postnatal (0 days),forebrain,"John Stamatoyannopoulos, UW",ENCODE,Mus musculus,tissue,11/5/15,"November, 2015",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR047EEG,ENCODE3,Brenton Graveley,,PABPC4,PABPC4,K562 genetically modified using RNAi,K562,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,10/16/14,"October, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR598GKQ,ENCODE3,Brenton Graveley,,DDX59,DDX59,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,9/29/16,"September, 2016",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR232CPD,ENCODE3,Brenton Graveley,,XRCC6,XRCC6,K562 genetically modified using RNAi,K562,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,11/20/14,"November, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR256PLH,ENCODE3,Brenton Graveley,,QKI,QKI,K562 genetically modified using RNAi,K562,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,10/16/14,"October, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000DDF,ENCODE2,Richard Myers,,,,MCF-7 genetically modified using RNAi,MCF-7,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/30/12,"July, 2012",DNA methylation,RRBS,RRBS,RRBS
ENCSR000DPK,ENCODE2,John Stamatoyannopoulos,,H3K27me3,HIST2H3C,fibroblast of lung male embryo (12 weeks),fibroblast of lung,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,7/24/12,"July, 2012",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR347ZHQ,ENCODE3,Brenton Graveley,,XRN2,XRN2,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,12/17/14,"December, 2014",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR543TPH,ENCODE3,Brenton Graveley,,AGGF1,AGGF1,HepG2,HepG2,"Gene Yeo, UCSD",ENCODE,Homo sapiens,immortalized cell line,4/26/16,"April, 2016",RNA binding,eCLIP,eCLIP,RNA binding protein
ENCSR116RGC,ENCODE3,Richard Myers,,EP300,EP300,esophagus muscularis mucosa female adult (53 years),esophagus muscularis mucosa,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR051VDI,ENCODE3,Bradley Bernstein,,H3K79me2,HIST2H3C,B cell female adult (27 years),B cell,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,primary cell,11/17/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR920FID,ENCODE3,Richard Myers,,POLR2AphosphoS5,POLR2A,sigmoid colon male adult (37 years),sigmoid colon,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,10/31/17,"October, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000AWU,ENCODE2,Thomas Gingeras,,,,keratinocyte nuclear fraction female,keratinocyte,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,7/6/09,"July, 2009",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR000DIR,ENCODE2-Mouse,Ross Hardison,,CTCF,Ctcf,129 G1E-ER4 treated with 17β-estradiol,G1E-ER4,"Ross Hardison, PennState",ENCODE,Mus musculus,stem cell,2/13/12,"February, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000CGW,ENCODE2-Mouse,Bing Ren,,,,C57BL/6 spleen male adult (8 weeks),spleen,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,8/4/11,"August, 2011",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR464KFG,ENCODE3,Michael Snyder,,eGFP-ZNF140,ZNF140,HEK293 genetically modified using site-specific recombination originated from HEK293,HEK293,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/14/16,"October, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EWA,ENCODE2,Michael Snyder,,H3K4me3,HIST2H3C,K562,K562,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,5/19/11,"May, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000CZG,ENCODE2,John Stamatoyannopoulos,,,,LNCaP clone FGC,LNCaP clone FGC,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,4/1/11,"April, 2011",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR910YNJ,ENCODE3,Brenton Graveley,,PABPC1,PABPC1,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,8/18/15,"August, 2015",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR949PHV,ENCODE3,Thomas Gingeras,,,,fibroblast of arm male adult (53 years),fibroblast of arm,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,primary cell,11/20/14,"November, 2014",Transcription,RNA-seq,RAMPAGE,RAMPAGE
ENCSR000BRH,ENCODE2,Richard Myers,,MTA3,MTA3,GM12878,GM12878,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,2/29/12,"February, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR632CQZ,ENCODE3,John Stamatoyannopoulos,,,,K562 genetically modified using TALEN,K562,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,7/14/16,"July, 2016",DNA accessibility,genetic modification followed by DNase-seq,genetic modification DNase-seq,genetic modification DNase-seq
ENCSR714LZQ,ENCODE3,Michael Snyder,,eGFP-ZNF664,ZNF664,HEK293 genetically modified using site-specific recombination originated from HEK293,HEK293,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/7/16,"October, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR087QUG,ENCODE3,John Stamatoyannopoulos,,,,K562 genetically modified using TALEN,K562,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,7/14/16,"July, 2016",DNA accessibility,genetic modification followed by DNase-seq,genetic modification DNase-seq,genetic modification DNase-seq
ENCSR051CUH,ENCODE3,Bing Ren,,H3K4me1,Hist2h3c1,C57BL/6 intestine embryo (15.5 days),intestine,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,11/3/15,"November, 2015",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR457ENP,ENCODE3,Thomas Gingeras,,,,right atrium auricular region female adult (51 year),right atrium auricular region,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,2/18/16,"February, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR284SNQ,ENCODE3,Bradley Bernstein,,HNRNPH1,HNRNPH1,K562,K562,"John Rinn, Broad",ENCODE,Homo sapiens,immortalized cell line,5/4/16,"May, 2016",RNA binding,RIP-seq,RIP-seq,RNA binding protein
ENCSR391VGU,ENCODE3,Thomas Gingeras,,,,heart left ventricle female adult (53 years),heart left ventricle,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,2/18/16,"February, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR000EEO,ENCODE2,Michael Snyder,,SREBF1,SREBF1,HepG2 treated with insulin and 22-hydroxycholesterol,HepG2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR735KEY,ENCODE3,Richard Myers,,FOXA1,FOXA1,liver male adult (32 years),liver,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/30/16,"June, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR747ZDF,ENCODE3,Bradley Bernstein,,H4K20me1,HIST2H4A,OCI-LY7,OCI-LY7,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,7/11/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR678TMV,ENCODE3,Thomas Gingeras,,,,gastrocnemius medialis female adult (53 years),gastrocnemius medialis,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,2/18/16,"February, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR538KLU,ENCODE3,Bradley Bernstein,,H4K20me1,HIST2H4A,SU-DHL-6,SU-DHL-6,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,7/11/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000FCQ,ENCODE2,Michael Snyder,,H3K36me3,HIST2H3C,HCT116,HCT116,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,7/7/14,"July, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR711ZJQ,ENCODE3,Brenton Graveley,,RBM47,RBM47,HepG2 genetically modified using RNAi,HepG2,"Brenton Graveley, UConn",ENCODE,Homo sapiens,immortalized cell line,8/18/15,"August, 2015",Transcription,Knockdown RNAseq,shRNA RNA-seq,RNA binding protein
ENCSR000CTJ,ENCODE2,Thomas Gingeras,,,,SK-N-SH,SK-N-SH,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,immortalized cell line,7/9/12,"July, 2012",Transcription,RNA-seq,small RNA-seq,small RNA-seq
ENCSR191WNT,ENCODE2-Mouse,Michael Snyder,,Methylcytidine,,DBA/2 MEL cell line,MEL cell line,"Michael Snyder, Stanford",ENCODE,Mus musculus,immortalized cell line,5/9/14,"May, 2014",DNA methylation,MeDIP-seq,MeDIP-seq,MeDIP-seq
ENCSR068YWN,ENCODE2,Michael Snyder,,Methylcytidine,,K562,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/9/14,"May, 2014",DNA methylation,MeDIP-seq,MeDIP-seq,MeDIP-seq
ENCSR000CYQ,ENCODE2,John Stamatoyannopoulos,,,,bronchial epithelial cell female treated with retinoic acid,bronchial epithelial cell,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,1/4/12,"January, 2012",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR000CYW,ENCODE2,John Stamatoyannopoulos,,,,brain pericyte,brain pericyte,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,1/4/12,"January, 2012",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR000DXP,ENCODE2,John Stamatoyannopoulos,,H3K27me3,HIST2H3C,SK-N-SH treated with all-trans-retinoic acid,SK-N-SH,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,immortalized cell line,2/11/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR289TGF,ENCODE3,Bradley Bernstein,,H4K20me1,HIST2H4A,hepatocyte originated from H9,hepatocyte,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,12/6/16,"December, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000AXP,ENCODE2,,,,,B6CBAF1/J neural stem cell originated from TT2,neural stem cell,"David Gilbert, FSU",ENCODE,Mus musculus,in vitro differentiated cells,7/3/12,"July, 2012",Replication timing,Repli-chip,Repli-chip,Repli-chip
ENCSR000AXL,ENCODE2,,,,,129 epiblast cell originated from ES-D3,epiblast cell,"David Gilbert, FSU",ENCODE,Mus musculus,in vitro differentiated cells,7/3/12,"July, 2012",Replication timing,Repli-chip,Repli-chip,Repli-chip
ENCSR000BEL,ENCODE2,Gregory Crawford,,,,H1-hESC,H1-hESC,"Gregory Crawford, Duke",ENCODE,Homo sapiens,stem cell,6/14/11,"June, 2011",Transcription,transcription profiling by array assay,RNA microarray,RNA microarray
ENCSR161GPD,ENCODE3,Thomas Gingeras,,,,esophagus squamous epithelium male adult (37 years),esophagus squamous epithelium,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,8/5/16,"August, 2016",Transcription,RNA-seq,RAMPAGE,RAMPAGE
ENCSR332ZHA,ENCODE3,Michael Snyder,,H3K4me2,HIST2H3C,GM19239,GM19239,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,6/14/16,"June, 2016",3D chromatin structure,ChIA-PET,ChIA-PET,ChIA-PET
